p_ar_mois,p_ar_vol,p_ar_ash,p_ar_fc,p_ar_sul,p_ar_hhv,p_ar_lhv,u_ar_nit
31.23,26.44,25.93,16.4,2.57,2821.438,2529.364,1.082
29.82,28.61,23.19,18.38,2.67,3125.961,2839.708,1.006
30.93,28.9,20.82,19.35,2.706,3219.812,2928.976,1.016
27.97,27.13,28.83,16.07,2.553,2837.811,2559.194,1.114
30.37,26.67,26.76,16.2,2.692,2832.502,2543.978,1.096
30.65,28.13,23.65,17.57,2.613,3015.474,2725.794,1.136
28.78,27.28,27.65,16.29,2.429,2847.638,2565.677,1.096
27.3,28.19,28.62,15.89,2.508,2845.469,2569.618,1.112
27.72,27.35,28.67,16.26,2.438,2854.473,2576.888,1.124
30.06,29.1,21.66,19.18,2.475,3185.066,2897.822,1.181
30.89,28.59,21.23,19.29,2.586,3183.045,2892.374,1.199
30.11,29.1,22.32,18.47,2.496,3129.711,2842.26,1.155
28.39,27.03,28.15,16.43,2.433,2836.902,2556.551,1.115
29.85,29.46,21.42,19.27,2.529,3212.775,2926.398,1.199
28.52,27.16,27.76,16.56,2.504,2862.28,2581.393,1.126
28.85,29.56,21.56,20.03,2.701,3320.301,3038.051,1.229
27.09,27.79,28.43,16.69,2.364,2894.681,2619.696,1.126
30.04,28.86,22.09,19.01,2.381,3156.177,2869.015,1.17
28.56,27.36,28.09,15.99,2.326,2822.813,2541.761,1.093
30.01,29.3,21.55,19.14,2.252,3244.846,2957.808,1.173
27.91,27.83,27.68,16.58,2.247,2897.802,2619.432,1.131
31.4,28.61,20.48,19.51,2.322,3247.145,2954.37,1.186
26.94,27.24,29.09,16.73,2.586,2885.324,2610.959,1.105
30.23,29.14,20.89,19.74,2.296,3263.409,2975.462,1.184
26.48,26.99,30.17,16.36,2.635,2862.274,2589.807,1.085
30.39,28.82,21.45,19.34,2.348,3222.739,2934.132,1.173
28.31,27.15,28.41,16.13,2.372,2822.529,2542.509,1.115
28.16,27.06,28.74,16.04,2.336,2812.602,2533.2,1.113
29.81,29.15,21.02,20.02,2.376,3267.26,2981.047,1.204
29.81,29.15,21.02,20.02,2.376,3267.26,2981.047,1.204
27.58,27.26,29.15,16.01,2.518,2843.873,2566.866,1.077
31.42,28.33,20.19,20.06,2.262,3229.797,2936.939,1.191
28.05,27.05,28.52,16.38,2.536,2856.256,2577.309,1.083
30.08,28.95,20.42,20.55,2.371,3299.054,3011.727,1.203
27.8,27.28,27.59,17.33,2.681,2971.812,2693.896,1.086
30.74,28.81,21.17,19.28,2.542,3207.952,2917.901,1.175
28.11,27.09,28.85,15.95,2.463,2829.541,2550.346,1.08
30.61,29.02,20.64,19.73,2.28,3233.31,2943.795,1.189
28.88,26.31,28.04,16.77,2.62,2851.173,2568.8,1.066
30.76,28.47,22.71,18.06,2.427,3057.127,2766.993,1.128
28.65,26.46,28.21,16.68,2.649,2843.61,2562.186,1.054
30.01,28.21,23.9,17.88,2.692,3049.075,2762.037,1.128
26.81,26.81,28.88,17.5,2.68,2909.334,2635.505,1.096
29.12,28.16,24.17,18.55,2.53,3104.313,2820.949,1.149
28.45,26.75,28.1,16.7,2.679,2862.61,2582.012,1.079
29.72,27.91,26.22,16.15,2.695,2926.37,2640.529,1.07
31.07,28.58,21.55,18.8,2.531,3146.047,2854.633,1.159
27.06,27.15,28.92,16.87,2.584,2868.228,2593.367,1.111
29.87,27.98,22.22,19.93,2.622,3223.557,2937.097,1.181
26.61,28.13,29.46,15.8,2.621,2876.798,2603.795,1.102
28.87,28.49,22.66,19.98,2.753,3266.298,2983.965,1.211
27.47,26.98,29.85,15.7,2.44,2773.858,2497.305,1.083
27.28,27.16,29.11,16.45,2.49,2898.813,2623.044,1.105
29.54,28.62,22.6,19.24,2.676,3223.213,2938.115,1.196
27.58,28.99,25.02,18.41,2.273,3069.29,2792.282,1.162
27.78,28.4,25.96,17.86,2.539,3004.341,2726.508,1.156
26.72,29.23,25.99,18.06,2.355,3077.416,2803.959,1.175
28.24,28.69,26.26,16.81,2.987,2994.178,2714.446,1.066
28.33,28.45,27.56,15.66,3.035,2863.982,2583.879,1.093
29.6,28.78,26.22,15.4,2.88,2846.955,2561.609,1.04
27.93,27.94,28.2,15.93,2.7,2873.259,2594.807,1.104
27.61,27.7,27.15,17.54,2.496,2993.734,2716.603,1.231
27.32,27.74,26.36,18.58,2.585,3075.665,2799.731,1.27
29.02,29.22,23.17,18.59,2.449,3103.09,2820.139,1.282
27.56,28.38,25.08,18.98,2.502,3140.352,2863.428,1.296
27.15,28.93,24.44,19.48,2.674,3222.568,2947.336,1.305
29.41,26.3,28.95,15.34,2.63,2745.715,2461.154,1.092
29.68,28.79,20.46,21.07,2.118,3347.398,3061.722,1.355
28.43,29.09,21.33,21.15,2.068,3347.739,3067.223,1.374
28.4,29.31,20.14,22.15,2.102,2730.715,2450.322,1.399
28.62,28.29,24.89,18.2,2.029,3057.305,2776.004,1.206
28.06,26.78,29.74,15.42,2.465,2772.749,2493.761,1.088
27.47,27.17,29.14,16.22,2.458,2849.177,2572.624,1.123
26.33,28.7,28.85,16.12,3.165,2935.122,2663.275,1.155
27.06,27.39,29.91,15.64,2.756,2812.194,2537.333,1.123
26.65,28.11,28.4,16.84,2.773,2938.613,2665.445,1.174
26.8,27.82,28.26,17.12,2.854,2974.3,2700.513,1.22
26.35,28.74,27.99,16.92,3.17,3025.514,2753.584,1.202
25.98,28.52,29.15,16.35,2.87,2937.57,2667.167,1.2
25.18,28.84,28.8,17.18,2.911,3006.757,2739.657,1.236
29.18,27.47,26.06,17.29,2.785,2933.745,2650.133,1.217
28.39,27.92,27.75,15.94,2.608,2886.102,2605.751,1.211
31.13,24.7,28.85,15.32,2.748,2532.233,2240.571,1.097
29.66,26.01,29.98,14.35,2.944,2584.958,2299.365,1.085
29.58,26.18,28.18,16.06,2.629,2739.816,2454.553,1.166
26.61,28.33,26.26,18.8,3.313,3171.043,2898.04,1.238
29.94,29.38,20.38,20.3,2.827,3322.112,3035.363,1.309
28.19,27.67,26.73,17.41,2.867,2989.657,2710.132,1.214
28.18,27.72,26.72,17.38,2.877,2990.223,2710.739,1.239
29.2,26.75,26.77,17.28,2.784,2902.936,2619.242,1.169
28.23,27.72,27.61,16.44,2.953,2885.281,2605.591,1.154
27.92,26.53,29.99,15.56,2.506,2741.633,2463.222,1.179
28.59,26.99,28.26,16.16,2.549,2833.635,2552.459,1.17
28.88,28.28,26.83,16.01,2.502,2861.583,2579.21,1.204
28.28,27.09,28.23,16.4,2.679,2828.392,2548.495,1.155
27.6,27.06,28.97,16.37,2.711,2811.238,2534.148,1.157
27.9,27.01,29.13,15.96,2.647,2796.249,2517.921,1.149
27.54,25.51,32.16,14.79,2.766,2594.557,2317.715,1.132
28.22,26.74,28.9,16.14,2.896,2841.689,2562.04,1.187
28.4,26.21,29.76,15.63,2.857,2730.158,2449.766,1.192
28.64,26.5,28.99,15.87,2.718,2780.411,2499.028,1.2
27.41,27.21,29.37,16.01,2.886,2835.867,2559.562,1.248
28.98,28.09,27.55,15.38,2.79,2849.974,2567.187,1.23
27.97,29.04,26.57,16.42,2.865,3012.572,2733.955,1.213
28.75,27.78,27.97,15.5,3.145,2806.308,2524.471,1.147
29.46,27.49,28.02,15.03,3.049,2739.306,2454.539,1.191
29.25,28.27,22.97,19.51,2.648,3179.725,2895.824,1.321
29.52,27.42,25.97,17.09,2.584,2905.631,2620.616,1.244
29.35,26.96,28.7,14.99,2.589,2677.727,2393.413,1.108
28.65,27.07,29.77,14.51,2.932,2702.406,2420.982,1.024
28.5,27.61,28.02,15.87,2.961,2840.22,2559.416,1.068
27.9,26.3,30.17,15.63,2.756,2728.145,2449.816,1.145
27.86,26.72,29.61,15.81,2.798,2745.605,2467.442,1.104
30.11,25.35,26.4,18.14,2.87,2893.407,2605.957,1.109
28.47,25.61,29.51,16.41,2.806,2736.014,2455.333,1.067
29.25,25.91,27.23,17.61,2.611,2809.097,2525.196,1.1
30.71,26.46,25.61,17.22,2.692,2898.988,2609.061,1.139
30.04,26.73,27.72,15.51,2.661,2748.151,2460.99,1.047
30.8,27.52,24.91,16.77,2.912,2922.191,2631.892,1.114
31.32,25.37,25.86,17.45,2.734,2862.115,2569.669,1.116
29.49,26.34,28.08,16.09,2.768,2792.883,2507.992,1.111
29.56,26.59,27.29,16.56,2.643,2833.55,2548.369,1.1
31.46,27.67,20.93,19.94,2.43,3197.199,2904.176,1.199
28.78,29.15,27.15,14.92,2.035,2719.488,2437.527,1.062
28.39,27.34,27.62,16.65,2.286,2837.337,2556.986,1.134
29.9,26.9,26.34,16.86,2.686,2872.975,2586.391,1.125
29.71,26.39,28.26,15.64,2.742,2750.187,2464.387,1.086
31.32,26.77,25.29,16.62,2.638,2855.825,2563.379,1.137
31.64,27.83,23.68,16.85,2.742,2913.494,2619.727,1.075
26.69,24.9,34.08,14.33,2.948,2510.951,2237.618,1.001
29.87,27.77,25.61,16.75,2.785,2917.629,2631.169,1.126
29.64,28.3,24.79,17.27,2.749,2984.464,2698.953,1.063
30.28,27.97,24.92,16.83,2.9,2948.141,2659.989,1.135
31.02,27.78,23.99,17.21,2.813,2952.307,2661.1,1.082
30.69,26.94,26.06,16.31,2.456,2813.74,2523.895,1.068
28.8,28.15,26.3,16.75,2.782,2939.854,2657.811,1.092
30.29,26.91,28.44,14.36,2.821,2669.692,2381.498,1.015
30.56,27.32,25.92,16.2,2.742,2847.036,2557.728,1.097
30.17,27.83,26.36,15.64,2.791,2822.73,2535.031,1.069
27.89,29.21,23.04,19.86,2.622,3208.256,2929.969,1.187
31.99,25.91,25.54,16.56,2.319,2769.999,2474.788,1.03
30.83,28.22,21.22,19.73,2.262,3134.392,2843.969,1.145
28.42,25.24,32.91,13.43,2.458,2444.389,2163.914,1.357
32.41,27.99,20.21,19.39,2.77,3185.581,2888.636,1.106
32.2,27.24,22.75,17.81,3.071,3022.044,2725.966,1.115
29.71,25.45,30.07,14.77,2.366,2601.58,2315.78,1.415
30.45,26.34,27.12,16.09,2.399,2775.365,2486.511,1.452
32.16,27.93,22.52,17.39,2.496,2869.215,2573.302,1.156
31.2,26.26,26.7,15.84,2.454,2720.984,2429.034,1.109
32.02,26.23,24.27,17.48,2.413,2874.78,2579.445,1.152
30.61,27.45,25.53,16.41,2.709,2841.043,2551.528,1.132
31.76,27.43,22.67,18.14,2.178,2999.139,2704.877,1.206
30.92,29.22,21.49,18.37,2.166,3069.357,2778.562,1.235
30.88,28.15,25.03,15.94,2.865,2825.335,2534.706,0.885
30.08,27.9,21.74,20.28,2.113,3154.304,2866.977,0.892
31.23,27.37,24.3,17.1,2.485,2879.906,2587.832,1.187
30.51,28.08,22.47,18.94,2.389,3075.708,2786.606,1.321
30.36,27.49,25.32,16.83,2.681,2880.028,2591.545,1.028
30.36,27.49,25.32,16.83,2.681,2880.028,2591.545,1.145
29.99,29.12,22.04,18.85,2.291,3069.31,2782.354,1.201
30.09,28.34,23.49,18.08,2.755,3011.217,2723.849,1.083
31.26,28.61,21.36,18.77,2.374,3049.87,2757.672,1.121
30.29,28.37,22.22,19.12,2.521,3094.127,2805.934,1.135
30.33,28.9,21.47,19.3,2.367,3113.299,2824.94,1.155
31.07,27.91,22.53,18.49,2.434,2990.435,2699.022,1.106
30.72,28.41,23.82,17.05,2.598,2919.363,2629.394,1.1
28.94,29.5,23.51,18.05,2.92,3124.727,2842.106,1.144
29.88,27.71,25.2,17.21,2.032,2883.794,2597.292,1.119
30.76,28.64,23.84,16.76,2.48,2798.028,2507.894,1.089
29.92,28.01,23.07,19,2.229,2849.379,2562.713,1.339
29.33,27.08,27.46,16.13,2.623,2931.253,2647.022,1.255
29.77,28.84,20.37,21.02,2.061,2959.055,2673.008,1.42
29.95,27.82,24.48,17.75,2.373,2948.374,2661.583,1.31
30.94,27.55,23.26,18.25,2.332,2995.168,2704.291,1.318
30.81,27.3,24.2,17.69,2.392,2923.711,2633.371,1.262
31.05,28.3,22.69,17.96,2.854,3032.066,2740.735,1.294
30.77,27.43,23.6,18.2,2.303,2973.125,2682.949,1.294
30.26,26.8,27,15.94,2.671,2727.404,2439.334,1.212
29.95,27.52,27.28,15.25,2.612,2718.731,2431.94,1.212
30.73,27.34,25.39,16.54,2.637,2848.273,2558.263,1.125
29.25,26.87,30.1,13.78,2.613,2582.709,2298.808,1.167
29.79,27.07,26.62,16.52,2.564,2820.303,2534.173,1.272
27.74,27.82,28.72,15.72,2.716,2792.177,2514.509,1.279
31.01,29.62,20.28,19.09,2.601,3152.81,2861.645,1.278
30.87,27.19,26.28,15.66,2.659,2760.334,2469.746,1.251
30.53,27.86,24.47,17.14,2.487,2915.284,2626.099,1.21
28.49,27.02,30.32,14.17,2.737,2642.105,2361.342,1.24
28.49,27.02,30.32,14.17,2.737,2642.105,2361.342,1.111
28.84,27.34,28.65,15.17,2.658,2745.086,2462.878,1.123
31.19,27.5,25.13,16.18,2.627,2853.788,2561.879,1.271
30.51,27.84,25.02,16.63,2.492,2864.989,2575.887,1.279
29.89,26.45,28.94,14.72,2.546,2591.65,2305.107,1.054
31.4,27.04,25.05,16.51,2.668,2811.224,2518.448,1.099
31.82,27.56,24.73,15.89,3.072,2849.116,2554.607,1.081
32.83,26.93,22.49,17.75,2.112,2898.189,2599.51,1.204
30.52,26.45,26.94,16.09,2.488,2742.288,2453.145,1.147
32.04,28.49,19.52,19.95,2.113,3116.106,2820.688,1.291
29.88,27.69,24.42,18.01,2.39,2950.236,2663.734,1.229
30.14,26.84,25.42,17.6,2.348,2877.388,2589.814,1.168
30.14,26.84,25.42,17.6,2.348,2877.388,2589.814,1.201
31.03,27.48,25.12,16.37,2.528,2824.293,2533.044,1.172
31.82,28.59,19.89,19.7,2.426,3177.497,2882.988,1.281
29.51,27.45,27.16,15.88,2.964,2787.197,2502.223,1.153
30.18,27.36,27.06,15.4,2.875,2747.445,2459.705,1.148
31.28,27.84,23.47,17.41,2.302,2921.953,2629.672,1.195
27.47,29.47,26.15,16.91,2.623,2952.878,2676.325,1.215
30.37,27.07,27.42,15.14,2.936,2715.576,2427.052,1.02
29.4,27.28,27.63,15.69,2.745,2777.009,2492.489,1.107
29.98,27.45,25.75,16.82,2.658,2875.256,2588.342,1.146
29.7,28.03,24.33,17.94,2.797,2991.273,2705.515,1.165
29.2,27.91,26.26,16.63,2.8,2873.926,2590.232,1.136
28.15,28.46,25.8,17.59,2.854,2978.911,2699.551,1.155
29.67,27.86,24.76,17.71,2.196,2866.533,2580.898,1.127
30.58,28.73,22.3,18.39,2.325,3049.797,2760.407,1.139
30.33,28.51,23.75,17.41,2.322,2818.455,2530.096,1.203
30.02,28.9,22.64,18.44,2.248,3027.405,2740.326,1.128
30.6,28.95,20.98,19.47,2.415,3075.212,2785.738,1.211
29.1,27.62,24.58,18.7,2.416,2675.069,2391.787,1.254
30.2,27.09,24.39,18.32,2.346,2861.143,2573.321,1.129
29.77,27.58,23.95,18.7,2.365,2970.72,2684.673,1.328
28.32,28.37,27,16.31,3.252,2895.215,2615.154,1.111
28.97,27.76,25.99,17.28,2.405,2902.339,2619.594,1.14
28.25,28.52,25.5,17.73,2.436,2974.449,2694.676,1.162
30.91,28.16,22.21,18.72,2.341,3030.925,2740.172,1.318
28.75,28.39,27.56,15.3,2.214,2945.03,2663.193,1.271
29.37,28.3,24.08,18.25,2.063,2959.404,2675.008,1.284
31.08,28.29,21.9,18.73,2.143,3047.039,2755.584,1.306
28.28,28.62,25.85,17.25,2.274,2992.394,2712.497,1.285
28.04,28.48,25.83,17.65,2.29,2942.569,2663.662,1.267
29.21,28.16,24.59,18.04,2.387,2970.053,2686.317,1.294
29.92,27.77,24.93,17.38,2.407,3067.039,2780.372,1.287
29.88,29.78,18.34,22,1.747,3379.051,3092.55,1.406
29.54,26.45,27.58,16.43,2.929,2814.735,2529.637,1.074
29.3,27.79,25.88,17.03,2.696,2912.38,2628.272,1.113
30.45,30.17,17.76,21.62,1.703,3352.155,3063.301,1.364
29.49,27.03,26.64,16.84,2.445,2862.417,2577.525,1.128
29.34,28.29,24.86,17.51,3.712,3075.749,2791.477,1.133
29.39,27.27,25.46,17.88,2.463,2977.738,2693.259,1.163
29.13,26.81,27.94,16.12,2.532,2796.259,2512.854,1.098
28.81,28.53,25,17.66,3.195,3086.432,2804.348,1.142
28.89,27.93,25.69,17.49,2.988,3008.329,2725.914,1.13
28.43,26.6,28.78,16.19,2.549,2760.515,2479.999,1.073
28.16,27.38,29.28,15.18,2.948,2746.713,2467.312,1.077
27.98,29,25.45,17.57,3.368,3096.174,2817.516,1.211
28.38,28.83,24.62,18.17,2.618,3105.393,2825.083,1.285
28.65,26.97,29.19,15.19,2.892,2714.77,2433.346,1.064
28.66,29.09,23.78,18.47,3.776,3193.252,2911.787,1.169
28.44,29.12,24.1,18.34,2.647,3124.709,2844.152,1.206
28.64,26.92,28.94,15.5,2.961,2739.964,2458.581,1.095
29.49,29.18,21.13,20.2,3.686,3320.695,3035.804,1.259
29.08,28.07,25.86,16.99,2.836,2953.76,2670.561,1.172
28.79,27.51,28.29,15.41,2.915,2778.94,2496.938,1.1
30.03,28.97,21.88,19.12,3.696,3234.101,2946.981,1.218
29.69,27.15,27.41,15.75,2.659,2772.261,2486.544,1.111
29.79,26.42,27.88,15.91,2.727,2744.728,2458.598,1.103
29.32,28.86,23.31,18.51,3.759,3172.524,2888.334,1.198
29.53,26.16,29.26,15.05,2.46,2646.354,2361.298,1.08
29.5,25.58,28.98,15.94,2.552,2686.504,2401.571,1.109
29.55,27.88,24.44,18.13,2.8,3063.84,2778.7,1.208
28.56,26.59,29.09,15.76,2.477,2735.642,2454.59,1.13
28.74,26.5,28.63,16.13,2.715,2775.611,2493.815,1.136
29.06,26.73,28.16,16.05,2.527,2775.292,2492.175,1.122
28.71,27.6,26.94,16.75,2.797,2922.122,2640.451,1.157
28.13,27.19,28.84,15.84,3.027,2796.875,2517.597,1.117
29.58,28.16,24.22,18.04,2.606,3028.124,2742.861,1.212
27.65,28.98,25.5,17.87,3.254,3111.573,2834.277,1.24
27.43,28.26,29.23,15.08,3.548,2832.757,2556.369,1.117
28.42,29.03,24.92,17.63,3.731,3128.124,2847.649,1.182
30.88,28.61,23.57,16.94,2.844,2987.02,2696.39,1.154
30.02,26.16,30.04,13.78,2.915,2583.362,2296.282,1.008
30.36,28.49,23.22,17.93,3.668,3123.435,2834.952,1.169
29.75,27.92,27.46,14.87,3.193,2808.349,2522.384,1.052
30.57,25.59,29.45,14.39,2.787,2585.421,2296.072,1
30.49,28.94,21.69,18.88,3.927,3192.726,2903.707,1.105
30.08,27.89,26.9,15.13,3.154,2834.494,2547.167,0.985
30.55,26.16,27.11,16.18,2.654,2794.162,2504.895,1.034
30.43,28.46,24.03,17.08,3.426,3052.45,2763.678,1.085
29.92,26.12,28.09,15.87,2.639,2758.062,2471.395,1.034
28.83,25.18,31.29,14.7,2.754,2566.998,2284.831,0.931
29.57,28.66,24.67,17.1,3.49,3031.399,2746.177,1.058
29.8,26.64,27.65,15.91,2.867,2775.335,2489.164,0.977
29.22,25.88,29.23,15.67,2.716,2716.433,2432.656,0.981
28.26,27.77,26.34,17.63,3.466,3005.253,2725.439,1.05
28.89,27.1,27.94,16.07,2.76,2840.243,2557.828,1.021
28.31,26.54,30.83,14.32,3.01,2637.476,2357.455,1.053
28.25,26.05,30.65,15.05,3.555,2653.699,2373.926,1.017
29.47,27.07,27.45,16.01,2.876,2847.803,2562.994,1.112
27.94,27.72,28.3,16.04,3.651,2869.608,2591.115,1.094
29.16,28.35,23.94,18.55,3.685,3133.586,2850.057,1.183
28.21,27.26,28.99,15.54,3.055,2809.49,2529.883,1.081
27.89,26.49,31.48,14.14,3.226,2642.892,2364.605,1.059
27.66,28.27,27.08,16.99,3.824,3036.08,2758.743,1.146
28.67,27.82,27.71,15.8,3.122,2872.427,2590.92,1.106
27.88,26.28,30.53,15.31,3.168,2710.379,2432.133,1.067
27.61,29.19,27.42,15.78,3.942,3005.324,2728.193,1.134
29.42,26.1,28.15,16.33,3.252,2779.996,2495.393,0.917
27.86,28.68,26.8,16.66,3.864,3014.563,2736.4,0.966
29.16,25.97,29.82,15.05,2.938,2668.316,2384.787,0.908
29.11,26.37,28.95,15.57,2.938,2737.723,2454.4,0.921
28.36,25.82,29.52,16.3,3.314,2755.812,2475.585,0.902
28.06,28.65,26.34,16.95,4.19,3027.983,2748.995,0.984
29.09,25.97,28.69,16.25,2.967,2772.487,2489.246,0.917
26.92,25.71,31.31,16.06,2.941,2715.732,2441.449,1.081
27.95,28.09,28.08,15.88,3.987,2936.874,2658.339,1.088
28.41,26.52,29.33,15.74,3.191,2776.978,2496.545,1.072
28.82,28.19,25.45,17.54,3.933,3091.515,2809.389,1.121
27.74,26.26,30.39,15.61,2.869,2731.143,2453.475,1.085
28.56,28.91,25.16,17.37,4.185,3117.643,2836.59,1.093
27.64,26.23,29.71,16.42,2.836,2794.394,2517.14,1.053
27.86,29.23,26.06,16.85,4.456,3094.926,2816.763,1.041
27.37,26.78,30.64,15.21,2.768,2733.019,2456.879,1.032
27.89,26.27,30.78,15.06,3.315,2683.19,2404.903,0.969
28.27,25.99,30.41,15.33,2.822,2654.522,2374.666,1.087
28.29,29.89,25.31,16.51,3.988,3097.97,2818.032,1.161
28.25,26.42,29.13,16.2,2.914,2770.837,2491.064,1.109
28.48,25.12,32.02,14.38,2.919,2525.414,2244.692,0.932
28.68,29.43,23.34,18.55,4.228,3211.169,2929.621,1.064
26.72,27.4,29.32,16.56,2.943,2849.901,2576.444,0.999
29.17,26.26,28.44,16.13,3.133,2756.649,2473.078,1.077
28.1,28.46,26.5,16.94,4.034,3024.6,2745.446,1.122
27.67,27.24,28.06,17.03,2.906,2918.352,2640.973,1.104
27.34,27.38,28.69,16.59,3.434,2871.033,2595.017,1.087
29.22,28.49,23.3,18.99,3.721,3199.056,2915.279,1.237
28.03,26.33,28.02,17.62,2.866,2894.718,2615.853,1.117
28.5,29.36,23.04,19.1,3.726,3258.795,2977.99,1.199
27.64,26.38,29.23,16.75,2.883,3047.67,2770.415,1.092
28.57,26.45,26.27,18.71,2.764,2777.135,2496.041,1.157
26.95,26.47,31.01,15.57,3.037,2729.2,2454.794,1.1
26.96,26.8,26.73,19.51,4.357,3081.721,2807.273,1.141
27.53,26.54,29.43,16.5,2.862,2791.081,2514.281,1.122
28.02,26.52,28.2,17.26,2.83,2881.227,2602.404,1.214
27.7,26.66,29.62,16.02,2.895,2779.708,2502.205,1.106
26.56,26.14,30.57,16.73,3.621,2860.954,2588.157,1.113
29.12,27.2,25.15,18.53,2.614,3041.725,2758.361,1.206
28.5,26.18,28.71,16.61,2.82,2815.498,2534.693,1.112
27.3,27.56,27.44,17.7,2.88,2990.04,2714.188,1.163
28.79,26.31,27.84,17.06,2.916,2861.878,2579.876,1.058
28.56,27.24,26.73,17.47,2.795,2951.508,2670.456,1.056
29.85,27.52,25.39,17.24,2.931,2987.149,2700.771,1.15
28.43,27.38,29.72,14.47,3.728,2728.251,2447.736,1.048
29.99,26.81,24.79,18.41,2.588,2999.039,2712.084,1.093
28.86,26.51,28.38,16.25,2.785,2804.248,2521.957,1.041
28.15,25.92,28.16,17.77,2.883,2900.577,2621.216,1.21
28.35,26.2,28.8,16.65,3.016,2827.896,2547.71,1.202
28.64,26.1,28.94,16.32,3.03,2787.66,2506.277,1.172
27.02,28.64,29.22,15.12,3.822,2877.98,2603.284,1.145
28.09,26.91,29.12,15.88,2.846,2809.478,2530.366,1.151
27.31,27.84,26.76,18.09,2.828,3082.945,2807.053,1.195
28.3,26.43,29.49,15.78,2.993,2755.249,2475.27,1.16
27.9,27.35,26.05,18.7,3.67,3046.708,2768.38,1.27
27.35,26.37,30.5,15.78,3.285,2764.576,2488.518,1.111
26.83,29.06,29.11,15,4.099,2907.259,2633.347,1.072
28.02,27.08,28.5,16.4,2.73,2862.139,2583.315,1.114
28,26.85,27.03,18.12,2.757,2987.907,2709.166,1.177
29.54,26.55,27.82,16.09,2.672,2760.96,2475.862,1.103
27.31,29.98,26.51,16.2,3.943,3070.145,2794.252,1.131
27.43,27.03,28.64,16.9,2.811,2923.141,2646.753,1.151
28.09,26.85,28.34,16.72,2.896,2856.083,2576.971,1.127
26.92,27.01,30.09,15.98,2.796,2799.561,2525.278,1.108
27.41,29.73,25.33,17.53,3.692,3145.621,2869.316,1.179
27.49,26.46,28.7,17.35,2.952,2896.833,2620.198,1.129
27.45,26.63,28.9,17.02,2.905,2877.552,2601.081,1.129
27.17,24.87,32.85,15.11,3.003,2621.348,2346.033,1.047
27.75,28.32,27.79,16.14,3.828,2961.792,2684.083,1.106
28.92,25.77,29.01,16.3,2.881,2789.076,2506.538,1.098
29.01,24.85,30.95,15.19,2.926,2641.285,2358.375,1.03
27.24,26.92,31.19,14.65,3.295,2715.438,2439.835,1.065
28.23,29.24,26.79,15.74,3.748,2996.314,2716.624,1.099
28.86,25.67,29.77,15.7,2.843,2733.902,2451.611,1.068
27.21,25.21,31.73,15.85,3.045,2679.419,2403.939,1.058
27.29,29.7,27.82,15.19,3.507,2952.389,2676.578,1.098
27.96,26.23,28.71,17.1,2.933,2871.122,2592.546,1.12
28.88,26.86,27.36,16.9,2.834,2895.273,2612.9,1.147
26.76,24.62,33.08,15.54,3.071,2619.948,2346.326,1.045
26.87,29.5,27.1,16.53,4.213,3070.436,2796.36,1.103
27.43,27.42,27.88,17.27,2.88,2957.726,2681.338,1.154
27.26,25.34,32.23,15.17,3.058,2647.52,2371.834,1.045
28.02,27.98,29.3,14.7,3.208,2753.914,2475.09,1.087
27.54,26.36,32.03,14.07,3.076,2612.333,2335.491,1.027
26.56,29.14,30.82,13.48,3.349,2749.772,2476.975,1.055
26.38,27.4,30.18,16.04,3.051,2849.229,2577.175,1.114
28.12,26.45,29.97,15.46,2.994,2740.208,2460.971,1.085
27.43,28.45,27.43,16.69,3.56,3008.899,2732.511,1.118
28.52,26.1,27.1,18.28,2.762,2928.175,2647.287,1.158
30.41,25.41,26.25,17.93,2.59,2874.293,2585.604,1.046
28.87,26.7,28.23,16.2,2.943,2815.528,2533.196,1.039
27.79,27.38,24.21,20.62,3.858,3315.265,3037.391,1.123
28.86,26.7,26.8,17.64,2.717,2957.232,2674.941,1.093
28.5,26.92,29.45,15.13,3.145,2757.616,2476.811,1.011
27.05,27.58,29.03,16.34,3.133,2930.743,2655.923,0.995
28.79,28.42,24.72,18.07,2.966,3100.053,2818.051,1.129
25.89,28.19,28.99,16.93,3.092,2963.356,2693.325,1.071
27.41,27.42,26.19,18.98,3.485,3160.491,2884.186,1.054
28.14,27.93,23.22,20.71,2.832,3265.066,2985.748,1.166
25.53,28.12,28.39,17.96,3.016,3034.373,2765.828,1.082
28.29,27.06,24.3,20.35,2.708,3176.071,2896.133,1.159
25.9,26.96,30.01,17.13,3.555,2932.531,2662.459,1.029
28.21,26.6,28.23,16.96,2.788,2884.641,2605.033,1.028
26.47,27.11,29.54,16.88,3.476,2944.231,2671.806,1.009
27.45,27.83,24.7,20.02,2.978,3224.069,2947.598,1.15
26.81,28.39,27.2,17.6,3.203,3062.775,2788.946,1.078
28.89,28.55,24.56,18,3.122,3107.054,2824.639,1.082
27.18,28.51,24.34,19.97,3.072,3270.271,2994.915,1.134
27.53,27.93,26.37,18.17,2.81,3067.249,2790.448,1.093
28.59,29.22,22.92,19.27,3.046,3181.961,2900.784,1.133
26.61,28.75,25.48,19.16,2.961,3196.461,2923.458,1.125
29.74,27.06,26.64,16.56,2.806,2883.059,2597.136,1.001
30.41,28.38,22.79,18.42,2.883,3064.3,2775.61,1.081
29.61,26.65,27.34,16.4,2.822,2850.155,2564.768,1.021
30.05,26.14,28.84,14.97,2.633,2680,2392.797,1.048
